stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding,level_id,platform_code,state
229210,,Broadmeadow Station,-32.92272405,151.73499102,1,,1,,,NSW
230310,,Hamilton Station,-32.91846324,151.74849800,1,,1,,,NSW
250010,,North Wollongong Station,-34.41227335,150.89138888,1,,1,,,NSW
250030,,Coniston Station,-34.43785604,150.88512644,1,,0,,,NSW
250510,,Lysaghts Station,-34.45416603,150.87575550,1,,0,,,NSW
250520,,Cringila Station,-34.46711957,150.87843306,1,,0,,,NSW
250840,,Stanwell Park Station,-34.22641608,150.98108007,1,,0,,,NSW
251520,,Wombarra Station,-34.27547081,150.95352385,1,,0,,,NSW
251530,,Coledale Station,-34.28967298,150.94314925,1,,0,,,NSW
251540,,Austinmer Station,-34.30645714,150.92923261,1,,0,,,NSW
251820,,Corrimal Station,-34.37560886,150.90493692,1,,1,,,NSW
251910,,Fairy Meadow Station,-34.39521697,150.89644618,1,,1,,,NSW
252610,,Unanderra Station,-34.45457966,150.84615381,1,,1,,,NSW
252710,,Albion Park Station,-34.56285582,150.79868137,1,,1,,,NSW
275030,,Lapstone Station,-33.77345788,150.64280498,1,,1,,,NSW
277310,,Glenbrook Station,-33.76911515,150.62104944,1,,1,,,NSW
277410,,Blaxland Station,-33.74374219,150.60978672,1,,1,,,NSW
277420,,Warrimoo Station,-33.72140832,150.60273514,1,,0,,,NSW
277610,,Faulconbridge Station,-33.69659330,150.53493365,1,,1,,,NSW
277710,,Valley Heights Station,-33.70433308,150.58374369,1,,0,,,NSW
277720,,Springwood Station,-33.69905654,150.56366276,1,,1,,,NSW
277810,,Woodford Station,-33.73567216,150.48171549,1,,0,,,NSW
277820,,Linden Station,-33.71489917,150.50520665,1,,0,,,NSW
277910,,Hazelbrook Station,-33.72368467,150.45415753,1,,1,,,NSW
278010,,Leura Station,-33.71207455,150.33095833,1,,1,,,NSW
278020,,Katoomba Station,-33.71203514,150.31166184,1,,1,,,NSW
278030,,Medlow Bath Station,-33.67355520,150.28064561,1,,1,,,NSW
278210,,Wentworth Falls Station,-33.70951523,150.37637161,1,,1,,,NSW
278310,,Lawson Station,-33.71910060,150.42980295,1,,0,,,NSW
278410,,Bullaburra Station,-33.72338686,150.41500219,1,,0,,,NSW
278510,,Blackheath Station,-33.63374163,150.28438143,1,,1,,,NSW
278610,,Mount Victoria Station,-33.58820075,150.25692324,1,,0,,,NSW
278620,,Bell Station,-33.50568919,150.27905756,1,,0,,,NSW
278630,,Zig Zag Station,-33.47175842,150.20200389,1,,0,,,NSW
279010,,Lithgow Station,-33.48066213,150.15680800,1,,1,,,NSW
G2250344,,The Avenue Opp Kariong Fire Station,-33.43371131,151.29704740,1,,0,,,NSW
G2251212,,Henderson Rd Opp Saratoga Veterans Hall Wharf,-33.48112455,151.34336523,1,,0,,,NSW
G2256165,,Brick Wharf Rd At The Boulevarde,-33.48396956,151.32593897,1,,0,,,NSW
G2256166,,Brick Wharf Rd Opp 95,-33.48472109,151.32892244,1,,0,,,NSW
G2256167,,Brick Wharf Rd Opp Sonter Av,-33.48534325,151.33199628,1,,0,,,NSW
G2256168,,"Woy Woy Bowling Club, Brick Wharf Rd",-33.48598229,151.33432911,1,,0,,,NSW
G2256169,,North Burge Rd After Brick Wharf Rd,-33.48750265,151.33413618,1,,0,,,NSW
G2256206,,North Burge Rd Before Brick Wharf Rd,-33.48834478,151.33350081,1,,0,,,NSW
G2256207,,Brick Wharf Rd Opp Woy Woy Bowling Club,-33.48614305,151.33436939,1,,0,,,NSW
G2256208,,Brick Wharf Rd At Sonter Av,-33.48537177,151.33169665,1,,0,,,NSW
G2256209,,95 Brick Wharf Rd,-33.48483651,151.32897120,1,,0,,,NSW
G2256213,,Victoria Rd After Station St,-33.48996789,151.32316250,1,,0,,,NSW
G225627,,"Koolewong Station, Glenrock Pde",-33.46568983,151.31792342,1,,0,,,NSW
G225637,,Railway St At Station St,-33.48829247,151.32083183,1,,0,,,NSW
G2256477,,Woy Woy Station,-33.48562006,151.32356969,1,,0,,,NSW
G225828,,Brownlee St Opp Ourimbah Station,-33.35778840,151.37015532,1,,0,,,NSW
G2260119,,"NSW Ambulance Service Terrigal Station, Terrigal Dr",-33.43925742,151.42702716,1,,0,,,NSW
G2260123,,Charles Kay Dr Opp NSW Ambulance Service Terrigal Station,-33.43998135,151.42794516,1,,0,,,NSW
G2262116,,Pacific Hwy Opp Doyalson Ambulance Station,-33.19809994,151.52427872,1,,0,,,NSW
G2262139,,"Doyalson Ambulance Station, Pacific Hwy",-33.19824998,151.52362210,1,,0,,,NSW
G226252,,Scenic Dr Opp Colongra Power Station,-33.21279194,151.53024469,1,,0,,,NSW
G226273,,"Colongra Power Station, Scenic Dr",-33.21247411,151.53031402,1,,0,,,NSW
G2263244,,Norman St Opp Toukley Fire Station,-33.26394849,151.54439556,1,,0,,,NSW
G226327,,"Toukley Fire Station, Main Rd",-33.26431085,151.54483257,1,,0,,,NSW
G226363,,"Toukley Fire Station, Norman St",-33.26417913,151.54449331,1,,0,,,NSW
G228111,,Cams Wharf Rd Opp Crangan Bay Dr,-33.12634627,151.61517802,1,,0,,,NSW
G228113,,Pacific Hwy At Nords Wharf Rd,-33.13437309,151.61201209,1,,0,,,NSW
G228114,,Pacific Hwy At Cams Wharf Rd,-33.13073174,151.62564344,1,,0,,,NSW
G2281188,,"Rural Fire Station, Flowers Dr",-33.14377303,151.62620060,1,,0,,,NSW
G2281196,,Nords Wharf Rd Before Government Rd,-33.13156093,151.60622227,1,,0,,,NSW
G2281253,,Cams Wharf Rd After Raffertys Rd,-33.12648311,151.61513167,1,,0,,,NSW
G228144,,Nords Wharf Rd After Government Rd,-33.13176246,151.60661826,1,,0,,,NSW
208877,,Mosman Bay Wharf,-33.83839940,151.23271503,1,,0,,,NSW
208899,,Taronga Zoo Wharf,-33.84588770,151.23974721,1,,0,,,NSW
208943,,Neutral Bay Wharf,-33.84197885,151.21899554,1,,0,,,NSW
210844,,Palm Beach Wharf,-33.59584616,151.31986711,1,,0,,,NSW
G2088152,,"South Mosman Wharf, Musgrave St",-33.84282431,151.23294439,1,,0,,,NSW
G209034,,Milson Rd Near Wharf Rd,-33.84575289,151.22952577,1,,0,,,NSW
G209035,,"Cremorne Point Wharf, Milson Rd",-33.84730703,151.23044474,1,,0,,,NSW
G209515,,"Quarantine Station, North Head Scenic Dr",-33.81235995,151.29466879,1,,0,,,NSW
G209519,,"Manly Wharf, West Promenade",-33.79781141,151.28427150,1,,0,,,NSW
G209523,,"Manly Wharf, West Esplanade",-33.79892778,151.28377686,1,,0,,,NSW
G209579,,"Manly Wharf, East Esplanade",-33.79942319,151.28455700,1,,0,,,NSW
G209586,,"Manly Wharf Hotel, East Esplanade",-33.80013969,151.28571512,1,,0,,,NSW
G210515,,McCarrs Creek Rd Near Cargo Wharf,-33.64590472,151.28155433,1,,0,,,NSW
G210535,,"Church Point Wharf, Pittwater Rd",-33.64497690,151.28466459,1,,0,,,NSW
G210536,,Pittwater Rd Near Ferry Wharf,-33.64636962,151.28581096,1,,0,,,NSW
G210761,,Hudson Rd Near Old Wharf Reserve,-33.63045460,151.31566279,1,,0,,,NSW
G210829,,Barrenjoey Rd Opp Palm Beach Wharf,-33.59680095,151.32038851,1,,0,,,NSW
200046,,Barangaroo Station,-33.85957698,151.20261517,1,,1,,,NSW
200066,,Gadigal Station,-33.87308122,151.20872206,1,,1,,,NSW
201721,,Waterloo Station,-33.89744549,151.20023991,1,,1,,,NSW
202972,,Rose Bay Wharf,-33.87080248,151.26234513,1,,0,,,NSW
203294,,Juniors Kingsford Light Rail,-33.92516263,151.22932487,1,,0,,,NSW
G2000320,,"Museum Station, Elizabeth St, Stand B",-33.87607724,151.20963632,1,,0,,,NSW
G2000421,,"Martin Place Station, Elizabeth St",-33.86781638,151.21065577,1,,0,,,NSW
G200049,,"Museum Station, Downing Centre",-33.87765487,151.20934665,1,,0,,,NSW
G200058,,"Museum Station, Castlereagh St",-33.87725882,151.20880868,1,,0,,,NSW
G200071,,"Museum Station, Liverpool St",-33.87684442,151.21038698,1,,0,,,NSW
G200077,,"Martin Place Station, Castlereagh St",-33.86777924,151.20989789,1,,0,,,NSW
G201140,,Cowper Wharf Rdwy After Wylde St,-33.86676503,151.22371601,1,,0,,,NSW
G201141,,Cowper Wharf Rdwy At Brougham St,-33.86873810,151.22266846,1,,0,,,NSW
G201142,,Cowper Wharf Rd Before Bourke St,-33.86915391,151.21974033,1,,0,,,NSW
G201146,,Cowper Wharf Rdwy Opp Brougham St,-33.86891591,151.22221280,1,,0,,,NSW
G201147,,Cowper Wharf Rdwy Opp Wylde St,-33.86542210,151.22425458,1,,0,,,NSW
G201622,,"Redfern Station, Regent St, Stand C",-33.89297745,151.20021495,1,,0,,,NSW
G221668,,"Rockdale Station, Princes Hwy, Stand E",-33.95252159,151.13786201,1,,0,,,NSW
G2144179,,Parramatta Rd At Station Rd,-33.84355700,151.04010508,1,,0,,,NSW
G2207121,,"Bexley North Station, Bexley Rd",-33.93872782,151.11422168,1,,0,,,NSW
G220958,,"Narwee Station, Penshurst Rd",-33.94698290,151.07087637,1,,0,,,NSW
G2217106,,Railway St After Station St,-33.96441352,151.13174524,1,,0,,,NSW
G221751,,Wharf Rd After Mayor St,-33.98545916,151.12295486,1,,0,,,NSW
G221752,,Wharf Rd At Carlton Cres,-33.98700813,151.12324612,1,,0,,,NSW
G221794,,Carlton Cres At Wharf Rd,-33.98708161,151.12293600,1,,0,,,NSW
G221795,,Wharf Rd Before Mayor St,-33.98577835,151.12284051,1,,0,,,NSW
G221796,,"Elizabeth Corry Reserve, Wharf Rd",-33.98480219,151.12266350,1,,0,,,NSW
G222721,,Shell Service Station Gymea Bay Rd,-34.04211474,151.08360647,1,,0,,,NSW
G222881,,"Miranda Fire Station, The Boulevard",-34.03028767,151.10753998,1,,0,,,NSW
G2230170,,"Bundeena Fire Station, Bundeena Dr",-34.08408371,151.14540963,1,,0,,,NSW
G2230200,,Bundeena Dr Opp Bundeena Fire Station,-34.08399266,151.14543767,1,,0,,,NSW
G2232254,,"Sutherland Station, East Pde",-34.03062434,151.05759024,1,,0,,,NSW
G2233119,,Old Princes Hwy At Station St,-34.06564099,151.01285732,1,,0,,,NSW
G223312,,Station St Opp Court Lane,-34.06598110,151.01292751,1,,0,,,NSW
24801093,,Lismore Historic Railway Station,-28.81013447,153.26892884,1,,0,,,NSW
26501,,Wagga Wagga Station,-35.12041620,147.36845635,1,,0,,,NSW
27871,,Tarana Station,-33.52424309,149.90749500,1,,0,,,NSW
G2070124,,Charles St At Fiddens Wharf Rd,-33.77851785,151.14696263,1,,0,,,NSW
G207111,,Pacific Hwy Before Fiddens Wharf Rd,-33.77112090,151.16084689,1,,0,,,NSW
G207149,,Lady Game Dr Before Fiddens Wharf Rd,-33.77469431,151.14839647,1,,0,,,NSW
G207160,,Lady Game Dr After Fiddens Wharf Rd,-33.77455118,151.14809825,1,,0,,,NSW
G207165,,Charles St Before Fiddens Wharf Rd,-33.77829963,151.14621839,1,,0,,,NSW
G207193,,Golf Links Rd At Fiddens Wharf Rd,-33.77289580,151.15257132,1,,0,,,NSW
G207197,,Fiddens Wharf Rd Opp Cook Rd,-33.77174055,151.15663686,1,,0,,,NSW
G207315,,Telegraph Rd At Station St,-33.73889673,151.14599010,1,,0,,,NSW
G207317,,Telegraph Rd Opp Station St,-33.73874815,151.14585353,1,,0,,,NSW
G207342,,Merrivale Rd At Station St,-33.73627127,151.14502240,1,,0,,,NSW
G2077154,,"Waitara Station, Yardley Av",-33.71102603,151.10403432,1,,0,,,NSW
G208324,,Brooklyn Rd After Wharf St,-33.54881004,151.20590346,1,,0,,,NSW
G208328,,Brooklyn Rd Opp Wharf St,-33.54908143,151.20507730,1,,0,,,NSW
G2120182,,"Thornleigh Station, Bellevue St",-33.73108604,151.07978820,1,,0,,,NSW
2000267,,Shark Island Wharf,-33.85947651,151.25794749,1,,1,,,NSW
2000270,,"Darling Harbour, King Street Wharf",-33.86645469,151.20120305,1,,1,,,NSW
2030164,,Watsons Bay Wharf,-33.84330045,151.28168589,1,,0,,,NSW
20414,,Balmain East Wharf,-33.85706847,151.19586120,1,,1,,,NSW
204156,,Birchgrove Wharf,-33.84659783,151.18610511,1,,0,,,NSW
206133,,Jeffrey Street Wharf,-33.84975538,151.21396846,1,,0,,,NSW
206518,,Greenwich Point Wharf,-33.84197753,151.18075051,1,,1,,,NSW
206519,,Greenwich Wharf,-33.83404663,151.18240424,1,,0,,,NSW
206614,,Northwood Wharf,-33.83248974,151.17863589,1,,0,,,NSW
206615,,Longueville Wharf,-33.83606473,151.16939522,1,,0,,,NSW
206616,,Riverview College Wharf,-33.82979275,151.15610234,1,,1,,,NSW
208339,,Brooklyn Wharf,-33.54641791,151.22742630,1,,0,,,NSW
208340,,Dangar Island Wharf,-33.53678474,151.24114759,1,,1,,,NSW
209573,,Manly Wharf,-33.79954086,151.28428229,1,,0,,,NSW
210533,,"Morning Bay, Halls Wharf",-33.63017479,151.28697824,1,,1,,,NSW
210546,,Lovett Wharf,-33.63337087,151.27665686,1,,1,,,NSW
210547,,South Elvina Wharf,-33.63936125,151.27798760,1,,1,,,NSW
210548,,"Scotland Island, Eastern Wharf",-33.64151175,151.29518902,1,,1,,,NSW
210549,,"Scotland Island, Carols Wharf",-33.64405647,151.29170697,1,,1,,,NSW
210551,,"Scotland Island, Bells Wharf",-33.64119625,151.28664210,1,,1,,,NSW
210552,,"Scotland Island, Tennis Wharf",-33.63620248,151.29241527,1,,1,,,NSW
210553,,Church Point Wharf,-33.64433671,151.28390031,1,,1,,,NSW
210666,,Newport Wharf,-33.65989860,151.30790171,1,,1,,,NSW
210845,,Bennets Wharf,-33.60307009,151.30029852,1,,1,,,NSW
210846,,The Basin Wharf,-33.60401475,151.29360533,1,,1,,,NSW
210847,,Currawong Beach Wharf,-33.59702195,151.29959942,1,,1,,,NSW
210848,,Mackerel Beach Wharf,-33.59042081,151.30132748,1,,1,,,NSW
210849,,Bonnie Doon Wharf,-33.60593057,151.29447571,1,,1,,,NSW
2110114,,Hunters Hill Wharf,-33.83572905,151.16067655,1,,0,,,NSW
2230193,,Bundeena Wharf,-34.08274719,151.15109433,1,,1,,,NSW
2230194,,Cronulla Wharf,-34.05617314,151.14987198,1,,0,,,NSW
225113,,Saratoga Veterans Hall Wharf,-33.48116010,151.34363580,1,,1,,,NSW
225114,,"Davistown, Central RSL Wharf",-33.48650089,151.36033206,1,,1,,,NSW
225115,,"Davistown, Lintern Street Wharf",-33.48466805,151.35302557,1,,1,,,NSW
225116,,"Davistown, Pine Avenue Wharf",-33.48939455,151.36360630,1,,1,,,NSW
2256224,,Little Wobby Wharf,-33.54998499,151.24951971,1,,0,,,NSW
2256225,,Woy Woy Wharf,-33.48324860,151.32491389,1,,1,,,NSW
2257279,,Ettalong Wharf,-33.51684548,151.34187237,1,,1,,,NSW
2257280,,Wagstaffe Wharf,-33.52291514,151.34348853,1,,1,,,NSW
2257281,,Empire Bay Wharf,-33.49326390,151.36399431,1,,1,,,NSW
246412,,Yamba Wharf,-29.43555270,153.35720138,1,,0,,,NSW
246612,,Iluka Wharf,-29.40379191,153.34635980,1,,0,,,NSW
232020,,Maitland Station,-32.73800633,151.55209853,1,,0,,,NSW
G229831,,"St Phillip's College, Station St",-32.90281720,151.72333624,1,,0,,,NSW
G232185,,"Neath Fire Station, Maitland Rd",-32.82730028,151.40718531,1,,0,,,NSW
G232623,,Station St Before First St,-32.81423315,151.45882876,1,,0,,,NSW
G232637,,Station St At First St,-32.81415208,151.45908076,1,,0,,,NSW
G232722,,"Kurri Kurri Fire Station, Lang St",-32.81684154,151.48387215,1,,0,,,NSW
G233564,,Station St Opp Rosary Park Catholic School,-32.65787544,151.34681761,1,,0,,,NSW
229574,,Stockton Wharf,-32.91967651,151.78251442,1,,0,,,NSW
230410,,Waratah Station,-32.90218201,151.73106539,1,,0,,,NSW
230420,,Warabrook Station,-32.88738021,151.71016270,1,,0,,,NSW
232030,,Telarah Station,-32.72335662,151.53973566,1,,0,,,NSW
232050,,Mindaribba Station,-32.66831436,151.58442635,1,,0,,,NSW
232230,,Beresfield Station,-32.79929092,151.65826260,1,,0,,,NSW
232240,,Thornton Station,-32.78352147,151.63974686,1,,0,,,NSW
232310,,Metford Station,-32.76520200,151.61823769,1,,0,,,NSW
232320,,Victoria Street Station,-32.75104739,151.59408427,1,,0,,,NSW
232330,,East Maitland Station,-32.74478972,151.58736646,1,,0,,,NSW
233010,,Singleton Station,-32.57195563,151.16543007,1,,0,,,NSW
233310,,Muswellbrook Station,-32.26731150,150.89004029,1,,0,,,NSW
233510,,Branxton Station,-32.66226828,151.34563530,1,,0,,,NSW
233610,,Aberdeen Station,-32.16709420,150.89204155,1,,0,,,NSW
233710,,Scone Station,-32.04641035,150.86693959,1,,0,,,NSW
242010,,Dungog Station,-32.40228864,151.75937291,1,,0,,,NSW
242020,,Wallarobba Station,-32.49616061,151.69571960,1,,0,,,NSW
242030,,Wirragulla Station,-32.46323348,151.74253302,1,,0,,,NSW
242040,,Hilldale Station,-32.50455904,151.64990290,1,,0,,,NSW
242050,,Martins Creek Station,-32.55816744,151.61847273,1,,0,,,NSW
242110,,Paterson Station,-32.60213217,151.61472967,1,,0,,,NSW
G2287174,,"Birmingham Gardens Ambulance Station, Wilkinson Av",-32.89603473,151.68221957,1,,0,,,NSW
G229850,,Bridge St After Station St,-32.90331418,151.72186773,1,,0,,,NSW
G231114,,"East Gresford Police Station, Durham Rd",-32.42852990,151.55112239,1,,0,,,NSW
G2320145,,Bolwarra Heights Shell Service Station,-32.70119785,151.58487448,1,,0,,,NSW
G2321150,,Station Lane At Christopher Rd,-32.70491492,151.45373517,1,,0,,,NSW
G2323291,,"East Maitland Station, Melbourne St",-32.74403324,151.58735959,1,,0,,,NSW
G2324142,,Raymond Terrace Rd At Martins Wharf Rd,-32.76325691,151.70184203,1,,0,,,NSW
G2324147,,Martins Wharf Rd Opp Millers Forest Public School,-32.75204149,151.70424684,1,,0,,,NSW
G242131,,Tocal Rd Near Mindaribba Station,-32.66538880,151.58633219,1,,0,,,NSW
28202,,Wellington Station,-32.55403115,148.94683973,1,,0,,,NSW
28311,,Geurie Station,-32.39799009,148.83043562,1,,0,,,NSW
2871689,,Forbes Historic Railway Station,-33.37913044,148.01193145,1,,0,,,NSW
G2357125,,"Yearinan Station, Baradine Rd",-31.18350529,149.17779847,1,,0,,,NSW
G2820110,,"Wellington Soil Conservation Research Station, Goolma Rd",-32.50762036,148.97459711,1,,0,,,NSW
G2820258,,Old Station Rd Opp 643,-32.29813331,149.07161845,1,,0,,,NSW
G282036,,Old Station Rd Before Forestvale Rd,-32.32113125,149.02608823,1,,0,,,NSW
G282083,,Old Station Rd At Gollan Rd,-32.27564718,149.10067221,1,,0,,,NSW
G28301113,,Peak Hill Rd At Station Yards Rd,-32.32674474,148.51267121,1,,0,,,NSW
G28301142,,"Dubbo Station, Talbragar St",-32.24556105,148.60787654,1,,0,,,NSW
G28301261,,Dubbo Railway Station,-32.24562860,148.60823859,1,,0,,,NSW
G286759,,Mclaughlan St Opp Cumnock Police Station,-32.92952868,148.75121880,1,,0,,,NSW
G286942,,"Shell Service Station, Caswell St",-32.72655083,148.19179440,1,,0,,,NSW
G2870458,,Station St After Alluvial St,-33.14282980,148.16956946,1,,0,,,NSW
G2870560,,Station St At Alluvial St,-33.14259533,148.16956635,1,,0,,,NSW
G2870748,,Clarke St At Station St,-33.14803948,148.16513541,1,,0,,,NSW
G287618,,Jackson St At Station St,-33.10790035,147.79924383,1,,0,,,NSW
G287619,,Station St After Hutton St,-33.10768825,147.80417193,1,,0,,,NSW
G287654,,Station St Before Edols St,-33.10782538,147.80108655,1,,0,,,NSW
G287655,,Station St After Jackson St,-33.10794036,147.80003728,1,,0,,,NSW
G287657,,Station St At Monomie St,-33.10764318,147.80556478,1,,0,,,NSW
G287660,,Station St At Hutton St,-33.10775789,147.80316512,1,,0,,,NSW
G2877180,,"Kiagatha Station, Kiacatoo Rd",-33.06430012,146.89714834,1,,0,,,NSW
G287772,,Kiacatoo Rd Opp Kiagatha Station,-33.06421884,146.89703060,1,,0,,,NSW
G17976,,Mildura Station,-34.18205205,142.16324811,1,,0,,,NSW
G2831125,,Needlewood Station,-32.05036478,146.18173902,1,,0,,,NSW
G283313,,"Collarenebri Police Station, Walgett St",-29.54519406,148.57854036,1,,0,,,NSW
G283521,,Narri Station Kidman Way,-31.69166978,145.90652010,1,,0,,,NSW
234012,,Tamworth Station,-31.08756674,150.93107296,1,,0,,,NSW
23411,,Werris Creek Station,-31.34906879,150.64641949,1,,0,,,NSW
23431,,Quirindi Station,-31.50539998,150.68109985,1,,0,,,NSW
23501,,Armidale Station,-30.51519800,151.65175865,1,,0,,,NSW
G23401127,,"West Tamworth Fire Station, Kent St",-31.10336907,150.91917604,1,,0,,,NSW
G2340485,,"Goonoo Goonoo Station, New England Hwy",-31.28978414,150.90627669,1,,0,,,NSW
G23412,,"Werris Creek Station, Single St",-31.34834883,150.64701138,1,,0,,,NSW
G23421,,"Currabubula Service Station, Werris Creek Rd",-31.26375547,150.73270611,1,,0,,,NSW
G234335,,Station St Opp Abbott St,-31.50237197,150.68107572,1,,0,,,NSW
G234337,,Station St At Nowland St,-31.50093642,150.68115616,1,,0,,,NSW
G234374,,Station St At Dalley St,-31.50471675,150.68041022,1,,0,,,NSW
G236062,,Ashford Rd At Byron Station Lane,-29.71306260,151.13858921,1,,0,,,NSW
G236065,,Byron Station Lane At Ashford Rd,-29.71287199,151.13834390,1,,0,,,NSW
G2365179,,"Guyra Ambulance Station, Abercrombie St",-30.21428502,151.67817192,1,,0,,,NSW
G2370272,,Nutrition Station Rd Opp 101,-29.72422969,151.86792758,1,,0,,,NSW
G237285,,Scott St Opp Tenterfield Police Station,-29.04996866,152.01743595,1,,0,,,NSW
G2380365,,385 Quia Station Rd,-30.90850284,150.02592974,1,,0,,,NSW
G2380371,,Goolhi Rd Opp Quia Station Rd,-30.92139667,150.05623920,1,,0,,,NSW
G2380375,,Goolhi Rd After Quia Station Rd,-30.92113586,150.05620998,1,,0,,,NSW
G2380379,,Quia Station Rd Opp 385,-30.90835235,150.02580996,1,,0,,,NSW
G2380427,,Quia Station Rd At Wightman Rd,-30.90498581,149.99924601,1,,0,,,NSW
G2404115,,Delungra Rd After Sheep Station Creek Rd,-29.79276649,150.62145267,1,,0,,,NSW
G438019,,Bruxner Way At Mingoola Station Rd,-29.00649777,151.54361914,1,,0,,,NSW
24301,,Taree Station,-31.90633103,152.45724515,1,,0,,,NSW
G231143,,Durham Rd Opp East Gresford Police Station,-32.42897147,151.55136768,1,,0,,,NSW
G231236,,Clarkson St Opp Nabiac Police Station,-32.09799599,152.37914860,1,,0,,,NSW
G231257,,Wharf St At Robertson St,-32.10060203,152.39404771,1,,0,,,NSW
G231277,,22 Wharf St,-32.10100703,152.39721328,1,,0,,,NSW
G232957,,Mountain Station Rd At Gummun Rd,-31.99152129,150.34902465,1,,0,,,NSW
G232958,,Mountain Station Rd Opp Mountain Station,-32.00528621,150.34872151,1,,0,,,NSW
G232960,,Mountain Station Rd At Coulsons Creek Rd,-32.09711708,150.36859203,1,,0,,,NSW
G232968,,Coulsons Creek Rd At Mountain Station Rd,-32.09702307,150.36873684,1,,0,,,NSW
G2343255,,Station St Before Abbott St,-31.50346423,150.68070827,1,,0,,,NSW
G242033,,Cory St After Station St,-32.55755797,151.61887757,1,,0,,,NSW
G242041,,Cory St Before Station St,-32.55764046,151.61883926,1,,0,,,NSW
G242092,,"Dungog Ambulance Station, Mary St",-32.40980558,151.75473494,1,,0,,,NSW
G2428137,,Wharf St And Kent St,-32.17585631,152.50084207,1,,0,,,NSW
G2428139,,Wharf St Near Beach St,-32.17374857,152.50127603,1,,0,,,NSW
G2428140,,North St And Wharf St,-32.16928765,152.50199150,1,,0,,,NSW
G2428141,,Wallis St And Wharf St,-32.17152064,152.50198854,1,,0,,,NSW
G2429211,,Mill St After Fire Station Rd,-32.05276799,152.26558184,1,,0,,,NSW
G2429556,,Mill St Before Fire Station Rd,-32.05179801,152.26530410,1,,0,,,NSW
G2429632,,Fire Station Rd Before Mill St,-32.05219518,152.26398408,1,,0,,,NSW
G277515,,Wharf St After Espie St,-33.29073977,150.97216555,1,,0,,,NSW
G277523,,Wharf St At Wollombi Rd,-33.29266625,150.97166282,1,,0,,,NSW
G277524,,Bulga St After Wharf St,-33.29216215,150.97333529,1,,0,,,NSW
G277535,,Wharf St Before Espie St,-33.29069683,150.97209922,1,,0,,,NSW
G277539,,Bulga St Before Wharf St,-33.29222162,150.97316631,1,,0,,,NSW
24391,,Kendall Station,-31.63540366,152.70629422,1,,0,,,NSW
24461,,Wauchope Station,-31.45590568,152.73652300,1,,0,,,NSW
24551,,Urunga Station,-30.49903768,153.01863890,1,,0,,,NSW
24601,,Grafton Station,-29.70390600,152.94169226,1,,0,,,NSW
G2440159,,Old Aerodrome Rd At Nelsons Wharf Rd,-31.08019909,152.77016656,1,,0,,,NSW
G244130,,Wharf Rd Before Pacific Hwy,-31.22572251,152.82463686,1,,0,,,NSW
G244134,,Station St At South Bank Rd,-30.85143251,152.90110619,1,,0,,,NSW
G2444100,,Settlement Point Rd Opp Settlement Point Ferry Wharf,-31.40703884,152.90240271,1,,0,,,NSW
G244826,,"Nambucca Heads Police Station, Bowra St",-30.64202679,153.00230814,1,,0,,,NSW
G2450349,,Archville Station Rd Turnaround,-30.39075092,153.04858992,1,,0,,,NSW
G2450406,,Archville Station Rd Before Pine Creek Way,-30.39090723,153.03164739,1,,0,,,NSW
G2450420,,Bonville Station Rd At Pine Creek Way,-30.37622362,153.03525738,1,,0,,,NSW
G2450421,,Bonville Station Rd Opp Fig Cl,-30.37511719,153.04610819,1,,0,,,NSW
G2450440,,Grandis Rd At Bonville Station Rd,-30.37559056,153.04773584,1,,0,,,NSW
G2450641,,Pine Creek Way Before Bonville Station Rd,-30.37534418,153.03520315,1,,0,,,NSW
G245652,,Beach St Opp Woolgoolga Police Station,-30.11131651,153.19635599,1,,0,,,NSW
G2460119,,Gwydir Hwy At Ramornie Station Rd,-29.62909278,152.75749205,1,,0,,,NSW
G2460341,,"Nymboida Police Station, Armidale Rd",-29.97625711,152.72592218,1,,0,,,NSW
G2460447,,"Old Nymboida Coaching Station, Armidale Rd",-29.95436996,152.72703063,1,,0,,,NSW
G2460465,,Armidale Rd Opp Old Nymboida Coaching Station,-29.95439106,152.72716623,1,,0,,,NSW
G246065,,Through St At Wharf St,-29.70224864,152.93752222,1,,0,,,NSW
G2546283,,"Bermagui Police Station, Young St",-36.42785133,150.07802147,1,,0,,,NSW
G2546345,,Young St Opp Bermagui Police Station,-36.42795878,150.07804802,1,,0,,,NSW
G2550251,,Loftus St Opp Bemboka Police Station,-36.63013004,149.57338023,1,,0,,,NSW
G2550252,,"Bemboka Police Station, Loftus St",-36.63017676,149.57330351,1,,0,,,NSW
G2550539,,"Tathra Rural Fire Station, Bega St",-36.73504024,149.97268587,1,,0,,,NSW
G255099,,Bega St Opp Candelo Police Station,-36.76938322,149.69598466,1,,0,,,NSW
G25513,,"Eden Wharf, Imlay St",-37.07148166,149.91021998,1,,0,,,NSW
G2571280,,Menangle St Opp Picton Train Station,-34.17919067,150.61387292,1,,0,,,NSW
G257167,,"Buxton Station, West Pde",-34.25463404,150.53376782,1,,0,,,NSW
G257234,,"Thirlmere Station, Oaks St",-34.20419566,150.57157574,1,,0,,,NSW
G2575106,,Railway Pde Opp Mittagong Station,-34.45329962,150.44762643,1,,0,,,NSW
G2575118,,Old Hume Hwy Opp Yerrinbool Train Station,-34.37141410,150.54309415,1,,0,,,NSW
